id,currencyType,USDprice,BTCprice,moment_tstamp
1481,USD,2256.35,0.00044,2017-05-29+03:32:16
1482,USD,2259.44,0.00044,2017-05-29+03:33:16
1483,USD,2255.16,0.00044,2017-05-29+03:34:16
1484,USD,2258.98,0.00044,2017-05-29+03:35:16
1485,USD,2257.59,0.00044,2017-05-29+03:36:16
1486,USD,2257.35,0.00044,2017-05-29+03:37:15
1487,USD,2257.34,0.00044,2017-05-29+03:38:16
1488,USD,2256.13,0.00044,2017-05-29+03:39:16
1489,USD,2250.71,0.00044,2017-05-29+03:40:16
1490,USD,2250.60,0.00044,2017-05-29+03:41:16
1491,USD,2251.05,0.00044,2017-05-29+03:42:16
1492,USD,2249.62,0.00044,2017-05-29+03:43:16
1493,USD,2246.28,0.00045,2017-05-29+03:44:16
1494,USD,2246.10,0.00045,2017-05-29+03:45:16
1495,USD,2248.49,0.00044,2017-05-29+03:46:16
1496,USD,2249.65,0.00044,2017-05-29+03:47:16
1497,USD,2246.67,0.00045,2017-05-29+03:48:16
1498,USD,2246.98,0.00044,2017-05-29+03:49:16
1499,USD,2247.49,0.00044,2017-05-29+03:50:16
1500,USD,2249.55,0.00044,2017-05-29+03:51:16
1501,USD,2261.41,0.00044,2017-05-29+03:52:16
1502,USD,2262.78,0.00044,2017-05-29+03:53:16
1503,USD,2263.73,0.00044,2017-05-29+03:54:16
1504,USD,2265.13,0.00044,2017-05-29+03:55:16
1505,USD,2264.03,0.00044,2017-05-29+03:56:16
1506,USD,2263.28,0.00044,2017-05-29+03:57:16
1507,USD,2262.09,0.00044,2017-05-29+03:58:16
1508,USD,2262.56,0.00044,2017-05-29+03:59:16
1509,USD,2261.49,0.00044,2017-05-29+04:00:16
1510,USD,2263.36,0.00044,2017-05-29+04:01:16
1511,USD,2263.57,0.00044,2017-05-29+04:02:16
1512,USD,2264.43,0.00044,2017-05-29+04:03:16
1513,USD,2264.47,0.00044,2017-05-29+04:04:16
1514,USD,2264.31,0.00044,2017-05-29+04:05:16
1515,USD,2264.96,0.00044,2017-05-29+04:06:16
1516,USD,2265.42,0.00044,2017-05-29+04:07:16
1517,USD,2265.05,0.00044,2017-05-29+04:08:16
1518,USD,2264.80,0.00044,2017-05-29+04:09:16
1519,USD,2265.37,0.00044,2017-05-29+04:10:16
1520,USD,2267.75,0.00044,2017-05-29+04:11:16
1521,USD,2266.03,0.00044,2017-05-29+04:12:16
1522,USD,2264.99,0.00044,2017-05-29+04:13:16
1523,USD,2265.88,0.00044,2017-05-29+04:14:16
1524,USD,2265.37,0.00044,2017-05-29+04:15:16
1525,USD,2264.49,0.00044,2017-05-29+04:16:16
1526,USD,2264.20,0.00044,2017-05-29+04:17:16
1527,USD,2263.18,0.00044,2017-05-29+04:18:16
1528,USD,2261.70,0.00044,2017-05-29+04:19:16
1529,USD,2259.20,0.00044,2017-05-29+04:20:16
1530,USD,2258.30,0.00044,2017-05-29+04:21:16
1531,USD,2253.52,0.00044,2017-05-29+04:22:16
1532,USD,2256.34,0.00044,2017-05-29+04:23:16
1533,USD,2253.96,0.00044,2017-05-29+04:24:16
1534,USD,2255.06,0.00044,2017-05-29+04:25:16
1535,USD,2254.25,0.00044,2017-05-29+04:26:16
1536,USD,2254.47,0.00044,2017-05-29+04:27:16
1537,USD,2263.77,0.00044,2017-05-29+04:28:16
1538,USD,2265.73,0.00044,2017-05-29+04:29:16
1539,USD,2265.74,0.00044,2017-05-29+04:30:16
1540,USD,2267.22,0.00044,2017-05-29+04:31:16
1541,USD,2266.94,0.00044,2017-05-29+04:32:16
1542,USD,2265.98,0.00044,2017-05-29+04:33:16
1543,USD,2265.42,0.00044,2017-05-29+04:34:16
1544,USD,2262.61,0.00044,2017-05-29+04:35:16
1545,USD,2261.81,0.00044,2017-05-29+04:36:16
1546,USD,2260.88,0.00044,2017-05-29+04:37:16
1547,USD,2260.51,0.00044,2017-05-29+04:38:16
1548,USD,2257.74,0.00044,2017-05-29+04:39:16
1549,USD,2253.31,0.00044,2017-05-29+04:40:16
1550,USD,2252.00,0.00044,2017-05-29+04:41:16
1551,USD,2250.75,0.00044,2017-05-29+04:42:16
1552,USD,2250.36,0.00044,2017-05-29+04:43:16
1553,USD,2249.80,0.00044,2017-05-29+04:44:16
1554,USD,2249.55,0.00044,2017-05-29+04:45:16
1555,USD,2250.06,0.00044,2017-05-29+04:46:16
1556,USD,2249.39,0.00044,2017-05-29+04:47:16
1557,USD,2248.86,0.00044,2017-05-29+04:48:16
1558,USD,2247.06,0.00044,2017-05-29+04:49:16
1559,USD,2241.72,0.00045,2017-05-29+04:50:16
1560,USD,2238.06,0.00045,2017-05-29+04:51:16
1561,USD,2237.42,0.00045,2017-05-29+04:52:16
1562,USD,2234.12,0.00045,2017-05-29+04:53:17
1563,USD,2235.08,0.00045,2017-05-29+04:54:17
1564,USD,2232.65,0.00045,2017-05-29+04:55:17
1565,USD,2232.31,0.00045,2017-05-29+04:56:17
1566,USD,2232.45,0.00045,2017-05-29+04:57:16
1567,USD,2232.19,0.00045,2017-05-29+04:58:16
1568,USD,2231.96,0.00045,2017-05-29+04:59:17
1569,USD,2230.17,0.00045,2017-05-29+05:00:17
1570,USD,2231.42,0.00045,2017-05-29+05:01:16
1571,USD,2232.24,0.00045,2017-05-29+05:02:17
1572,USD,2231.55,0.00045,2017-05-29+05:03:16
1573,USD,2229.81,0.00045,2017-05-29+05:04:16
1574,USD,2229.11,0.00045,2017-05-29+05:05:17
1575,USD,2228.61,0.00045,2017-05-29+05:06:17
1576,USD,2228.69,0.00045,2017-05-29+05:07:16
1577,USD,2228.66,0.00045,2017-05-29+05:08:17
1578,USD,2228.07,0.00045,2017-05-29+05:09:17
1579,USD,2228.42,0.00045,2017-05-29+05:10:17
1580,USD,2229.59,0.00045,2017-05-29+05:11:17
1581,USD,2228.53,0.00045,2017-05-29+05:12:17
1582,USD,2230.64,0.00045,2017-05-29+05:13:17
1583,USD,2230.82,0.00045,2017-05-29+05:14:17
1584,USD,2231.53,0.00045,2017-05-29+05:15:17
1585,USD,2234.76,0.00045,2017-05-29+05:16:17
1586,USD,2236.85,0.00045,2017-05-29+05:17:17
1587,USD,2240.78,0.00045,2017-05-29+05:18:17
1588,USD,2242.44,0.00045,2017-05-29+05:19:17
1589,USD,2241.98,0.00045,2017-05-29+05:20:17
1590,USD,2240.73,0.00045,2017-05-29+05:21:17
1591,USD,2242.94,0.00045,2017-05-29+05:22:17
1592,USD,2241.38,0.00045,2017-05-29+05:23:17
1593,USD,2241.10,0.00045,2017-05-29+05:24:17
1594,USD,2239.94,0.00045,2017-05-29+05:25:17
1595,USD,2240.70,0.00045,2017-05-29+05:26:17
1596,USD,2241.31,0.00045,2017-05-29+05:27:17
1597,USD,2240.65,0.00045,2017-05-29+05:28:17
1598,USD,2241.53,0.00045,2017-05-29+05:29:17
1599,USD,2241.34,0.00045,2017-05-29+05:30:17
1600,USD,2242.52,0.00045,2017-05-29+05:31:17
1601,USD,2243.75,0.00045,2017-05-29+05:32:17
1602,USD,2245.85,0.00045,2017-05-29+05:33:17
1603,USD,2246.97,0.00044,2017-05-29+05:34:17
1604,USD,2247.38,0.00044,2017-05-29+05:35:17
1605,USD,2248.22,0.00044,2017-05-29+05:36:17
1606,USD,2246.63,0.00045,2017-05-29+05:37:17
1607,USD,2246.93,0.00045,2017-05-29+05:38:17
1608,USD,2247.79,0.00044,2017-05-29+05:39:17
1609,USD,2246.36,0.00045,2017-05-29+05:40:17
1610,USD,2247.08,0.00044,2017-05-29+05:41:17
1611,USD,2246.27,0.00045,2017-05-29+05:42:17
1612,USD,2245.51,0.00045,2017-05-29+05:43:17
1613,USD,2246.41,0.00045,2017-05-29+05:44:17
1614,USD,2246.04,0.00045,2017-05-29+05:45:17
1615,USD,2245.60,0.00045,2017-05-29+05:46:17
1616,USD,2243.65,0.00045,2017-05-29+05:47:17
1617,USD,2244.33,0.00045,2017-05-29+05:48:17
1618,USD,2244.36,0.00045,2017-05-29+05:49:17
1619,USD,2242.40,0.00045,2017-05-29+05:50:17
1620,USD,2241.29,0.00045,2017-05-29+05:51:17
1621,USD,2236.63,0.00045,2017-05-29+05:52:17
1622,USD,2235.21,0.00045,2017-05-29+05:53:17
1623,USD,2234.29,0.00045,2017-05-29+05:54:17
1624,USD,2233.73,0.00045,2017-05-29+05:55:17
1625,USD,2233.35,0.00045,2017-05-29+05:56:17
1626,USD,2232.53,0.00045,2017-05-29+05:57:17
1627,USD,2233.66,0.00045,2017-05-29+05:58:17
1628,USD,2232.26,0.00045,2017-05-29+05:59:17
1629,USD,2232.40,0.00045,2017-05-29+06:00:17
1630,USD,2231.31,0.00045,2017-05-29+06:01:17
1631,USD,2231.96,0.00045,2017-05-29+06:02:17
1632,USD,2232.72,0.00045,2017-05-29+06:03:17
1633,USD,2233.48,0.00045,2017-05-29+06:04:17
1634,USD,2233.52,0.00045,2017-05-29+06:05:17
1635,USD,2232.59,0.00045,2017-05-29+06:06:17
1636,USD,2231.05,0.00045,2017-05-29+06:07:17
1637,USD,2231.24,0.00045,2017-05-29+06:08:17
1638,USD,2230.27,0.00045,2017-05-29+06:09:17
1639,USD,2229.17,0.00045,2017-05-29+06:10:17
1640,USD,2230.98,0.00045,2017-05-29+06:11:17
1641,USD,2228.81,0.00045,2017-05-29+06:12:17
1642,USD,2230.54,0.00045,2017-05-29+06:13:17
1643,USD,2230.77,0.00045,2017-05-29+06:14:17
1644,USD,2229.87,0.00045,2017-05-29+06:15:17
1645,USD,2228.73,0.00045,2017-05-29+06:16:17
1646,USD,2228.27,0.00045,2017-05-29+06:17:17
1647,USD,2228.67,0.00045,2017-05-29+06:18:17
1648,USD,2229.03,0.00045,2017-05-29+06:19:17
1649,USD,2227.95,0.00045,2017-05-29+06:20:17
1650,USD,2228.39,0.00045,2017-05-29+06:21:17
1651,USD,2227.99,0.00045,2017-05-29+06:22:17
1652,USD,2229.00,0.00045,2017-05-29+06:23:17
1653,USD,2229.40,0.00045,2017-05-29+06:24:17
1654,USD,2229.47,0.00045,2017-05-29+06:25:17
1655,USD,2229.41,0.00045,2017-05-29+06:26:17
1656,USD,2229.27,0.00045,2017-05-29+06:27:17
1657,USD,2229.27,0.00045,2017-05-29+06:28:17
1658,USD,2229.49,0.00045,2017-05-29+06:29:17
1659,USD,2229.39,0.00045,2017-05-29+06:30:17
1660,USD,2229.83,0.00045,2017-05-29+06:31:18
1661,USD,2229.36,0.00045,2017-05-29+06:32:17
1662,USD,2229.73,0.00045,2017-05-29+06:33:17
1663,USD,2229.55,0.00045,2017-05-29+06:34:18
1664,USD,2230.27,0.00045,2017-05-29+06:35:17
1665,USD,2232.10,0.00045,2017-05-29+06:36:17
1666,USD,2232.47,0.00045,2017-05-29+06:37:17
1667,USD,2223.60,0.00045,2017-05-29+06:38:17
1668,USD,2223.01,0.00045,2017-05-29+06:39:18
1669,USD,2222.77,0.00045,2017-05-29+06:40:18
1670,USD,2221.31,0.00045,2017-05-29+06:41:17
1671,USD,2220.05,0.00045,2017-05-29+06:42:17
1672,USD,2221.17,0.00045,2017-05-29+06:43:18
1673,USD,2220.91,0.00045,2017-05-29+06:44:18
1674,USD,2222.86,0.00045,2017-05-29+06:45:17
1675,USD,2220.38,0.00045,2017-05-29+06:46:20
1676,USD,2219.30,0.00045,2017-05-29+06:47:18
1677,USD,2219.11,0.00045,2017-05-29+06:48:18
1678,USD,2216.99,0.00045,2017-05-29+06:49:18
1679,USD,2217.07,0.00045,2017-05-29+06:50:18
1680,USD,2216.26,0.00045,2017-05-29+06:51:17
1681,USD,2214.38,0.00045,2017-05-29+06:52:18
1682,USD,2211.52,0.00045,2017-05-29+06:53:18
1683,USD,2210.26,0.00045,2017-05-29+06:54:18
1684,USD,2208.71,0.00045,2017-05-29+06:55:18
1685,USD,2208.81,0.00045,2017-05-29+06:56:18
1686,USD,2206.92,0.00045,2017-05-29+06:57:18
1687,USD,2207.18,0.00045,2017-05-29+06:58:18
1688,USD,2208.43,0.00045,2017-05-29+06:59:18
1689,USD,2209.56,0.00045,2017-05-29+07:00:18
1690,USD,2211.82,0.00045,2017-05-29+07:01:18
1691,USD,2210.93,0.00045,2017-05-29+07:02:18
1692,USD,2212.83,0.00045,2017-05-29+07:03:19
1693,USD,2214.97,0.00045,2017-05-29+07:04:18
1694,USD,2214.49,0.00045,2017-05-29+07:05:18
1695,USD,2214.25,0.00045,2017-05-29+07:06:18
1696,USD,2216.98,0.00045,2017-05-29+07:07:18
1697,USD,2216.86,0.00045,2017-05-29+07:08:18
1698,USD,2218.75,0.00045,2017-05-29+07:09:18
1699,USD,2217.78,0.00045,2017-05-29+07:10:18
1700,USD,2220.16,0.00045,2017-05-29+07:11:18
1701,USD,2219.49,0.00045,2017-05-29+07:12:18
1702,USD,2220.03,0.00045,2017-05-29+07:13:18
1703,USD,2219.66,0.00045,2017-05-29+07:14:18
1704,USD,2218.96,0.00045,2017-05-29+07:15:18
1705,USD,2219.44,0.00045,2017-05-29+07:16:18
1706,USD,2219.02,0.00045,2017-05-29+07:17:18
1707,USD,2220.03,0.00045,2017-05-29+07:18:18
1708,USD,2218.68,0.00045,2017-05-29+07:19:18
1709,USD,2219.51,0.00045,2017-05-29+07:20:18
1710,USD,2220.83,0.00045,2017-05-29+07:21:18
1711,USD,2222.42,0.00045,2017-05-29+07:22:18
1712,USD,2222.55,0.00045,2017-05-29+07:23:18
1713,USD,2222.49,0.00045,2017-05-29+07:24:18
1714,USD,2222.26,0.00045,2017-05-29+07:25:18
1715,USD,2222.90,0.00045,2017-05-29+07:26:18
1716,USD,2221.90,0.00045,2017-05-29+07:27:18
1717,USD,2220.35,0.00045,2017-05-29+07:28:18
1718,USD,2220.55,0.00045,2017-05-29+07:29:18
1719,USD,2219.30,0.00045,2017-05-29+07:30:18
1720,USD,2218.11,0.00045,2017-05-29+07:31:18
1721,USD,2218.77,0.00045,2017-05-29+07:32:18
1722,USD,2220.18,0.00045,2017-05-29+07:33:18
1723,USD,2220.06,0.00045,2017-05-29+07:34:18
1724,USD,2220.65,0.00045,2017-05-29+07:35:18
1725,USD,2220.35,0.00045,2017-05-29+07:36:18
1726,USD,2221.64,0.00045,2017-05-29+07:37:18
1727,USD,2223.25,0.00045,2017-05-29+07:38:18
1728,USD,2223.18,0.00045,2017-05-29+07:39:18
1729,USD,2225.73,0.00045,2017-05-29+07:40:18
1730,USD,2225.75,0.00045,2017-05-29+07:41:18
1731,USD,2226.62,0.00045,2017-05-29+07:42:18
1732,USD,2230.46,0.00045,2017-05-29+07:43:18
1733,USD,2233.93,0.00045,2017-05-29+07:44:18
1734,USD,2234.39,0.00045,2017-05-29+07:45:18
1735,USD,2237.64,0.00045,2017-05-29+07:46:18
1736,USD,2238.60,0.00045,2017-05-29+07:47:18
1737,USD,2238.38,0.00045,2017-05-29+07:48:18
1738,USD,2239.82,0.00045,2017-05-29+07:49:18
1739,USD,2238.82,0.00045,2017-05-29+07:50:18
1740,USD,2238.41,0.00045,2017-05-29+07:51:18
1741,USD,2239.83,0.00045,2017-05-29+07:52:18
1742,USD,2236.83,0.00045,2017-05-29+07:53:18
1743,USD,2238.85,0.00045,2017-05-29+07:54:18
1744,USD,2239.71,0.00045,2017-05-29+07:55:18
1745,USD,2239.22,0.00045,2017-05-29+07:56:18
1746,USD,2240.52,0.00045,2017-05-29+07:57:18
1747,USD,2239.08,0.00045,2017-05-29+07:58:18
1748,USD,2239.19,0.00045,2017-05-29+07:59:18
1749,USD,2242.28,0.00045,2017-05-29+08:00:18
1750,USD,2241.74,0.00045,2017-05-29+08:01:18
1751,USD,2238.39,0.00045,2017-05-29+08:02:18
1752,USD,2239.55,0.00045,2017-05-29+08:03:19
1753,USD,2239.92,0.00045,2017-05-29+08:04:18
1754,USD,2239.14,0.00045,2017-05-29+08:05:18
1755,USD,2237.33,0.00045,2017-05-29+08:06:18
1756,USD,2236.75,0.00045,2017-05-29+08:07:19
1757,USD,2237.57,0.00045,2017-05-29+08:08:19
1758,USD,2236.98,0.00045,2017-05-29+08:09:18
1759,USD,2237.75,0.00045,2017-05-29+08:10:18
1760,USD,2236.91,0.00045,2017-05-29+08:11:18
1761,USD,2236.89,0.00045,2017-05-29+08:12:19
1762,USD,2235.63,0.00045,2017-05-29+08:13:19
1763,USD,2234.49,0.00045,2017-05-29+08:14:22
1764,USD,2231.30,0.00045,2017-05-29+08:15:19
1765,USD,2232.81,0.00045,2017-05-29+08:16:19
1766,USD,2235.04,0.00045,2017-05-29+08:17:18
1767,USD,2234.33,0.00045,2017-05-29+08:18:19
1768,USD,2233.88,0.00045,2017-05-29+08:19:18
1769,USD,2235.11,0.00045,2017-05-29+08:20:19
1770,USD,2236.28,0.00045,2017-05-29+08:21:19
1771,USD,2237.69,0.00045,2017-05-29+08:22:19
1772,USD,2238.28,0.00045,2017-05-29+08:23:19
1773,USD,2239.81,0.00045,2017-05-29+08:24:19
1774,USD,2241.03,0.00045,2017-05-29+08:25:19
1775,USD,2239.41,0.00045,2017-05-29+08:26:18
1776,USD,2239.73,0.00045,2017-05-29+08:27:19
1777,USD,2238.48,0.00045,2017-05-29+08:28:19
1778,USD,2236.74,0.00045,2017-05-29+08:29:19
1779,USD,2235.77,0.00045,2017-05-29+08:30:19
1780,USD,2237.57,0.00045,2017-05-29+08:31:19
1781,USD,2238.19,0.00045,2017-05-29+08:32:19
1782,USD,2239.58,0.00045,2017-05-29+08:33:19
1783,USD,2239.05,0.00045,2017-05-29+08:34:19
1784,USD,2240.85,0.00045,2017-05-29+08:35:19
1785,USD,2239.88,0.00045,2017-05-29+08:36:19
1786,USD,2239.65,0.00045,2017-05-29+08:37:19
1787,USD,2241.32,0.00045,2017-05-29+08:38:19
1788,USD,2240.69,0.00045,2017-05-29+08:39:19
1789,USD,2242.06,0.00045,2017-05-29+08:40:19
1790,USD,2243.90,0.00045,2017-05-29+08:41:19
1791,USD,2245.83,0.00045,2017-05-29+08:42:19
1792,USD,2246.67,0.00045,2017-05-29+08:43:19
1793,USD,2246.78,0.00045,2017-05-29+08:44:19
1794,USD,2247.59,0.00044,2017-05-29+08:45:19
1795,USD,2246.86,0.00045,2017-05-29+08:46:19
1796,USD,2248.59,0.00044,2017-05-29+08:47:19
1797,USD,2246.04,0.00045,2017-05-29+08:48:19
1798,USD,2247.82,0.00044,2017-05-29+08:49:19
1799,USD,2247.24,0.00044,2017-05-29+08:50:19
1800,USD,2246.94,0.00045,2017-05-29+08:51:19
1801,USD,2246.43,0.00045,2017-05-29+08:52:19
1802,USD,2247.74,0.00044,2017-05-29+08:53:19
1803,USD,2247.88,0.00044,2017-05-29+08:54:19
1804,USD,2248.79,0.00044,2017-05-29+08:55:19
1805,USD,2249.36,0.00044,2017-05-29+08:56:19
1806,USD,2248.97,0.00044,2017-05-29+08:57:19
1807,USD,2248.09,0.00044,2017-05-29+08:58:19
1808,USD,2247.85,0.00044,2017-05-29+08:59:19
1809,USD,2249.05,0.00044,2017-05-29+09:00:19
1810,USD,2248.68,0.00044,2017-05-29+09:01:19
1811,USD,2247.70,0.00044,2017-05-29+09:02:19
1812,USD,2247.17,0.00045,2017-05-29+09:03:19
1813,USD,2249.97,0.00044,2017-05-29+09:04:19
1814,USD,2250.71,0.00044,2017-05-29+09:05:19
1815,USD,2249.36,0.00044,2017-05-29+09:06:19
1816,USD,2247.90,0.00044,2017-05-29+09:07:19
1817,USD,2248.19,0.00045,2017-05-29+09:08:19
1818,USD,2246.84,0.00045,2017-05-29+09:09:19
1819,USD,2247.07,0.00044,2017-05-29+09:10:19
1820,USD,2249.18,0.00044,2017-05-29+09:11:19
1821,USD,2251.16,0.00044,2017-05-29+09:12:19
1822,USD,2255.23,0.00044,2017-05-29+09:13:19
1823,USD,2258.07,0.00044,2017-05-29+09:14:19
1824,USD,2261.24,0.00044,2017-05-29+09:15:19
1825,USD,2265.44,0.00044,2017-05-29+09:16:19
1826,USD,2270.42,0.00044,2017-05-29+09:17:19
1827,USD,2271.44,0.00044,2017-05-29+09:18:19
1828,USD,2271.06,0.00044,2017-05-29+09:19:19
1829,USD,2273.76,0.00044,2017-05-29+09:20:19
1830,USD,2272.10,0.00044,2017-05-29+09:21:19
1831,USD,2271.56,0.00044,2017-05-29+09:22:19
1832,USD,2271.61,0.00044,2017-05-29+09:23:19
1833,USD,2272.67,0.00044,2017-05-29+09:24:19
1834,USD,2269.54,0.00044,2017-05-29+09:25:19
1835,USD,2264.22,0.00044,2017-05-29+09:26:20
1836,USD,2263.68,0.00044,2017-05-29+09:27:19
1837,USD,2260.09,0.00044,2017-05-29+09:28:19
1838,USD,2264.96,0.00044,2017-05-29+09:29:19
1839,USD,2262.45,0.00044,2017-05-29+09:30:19
1840,USD,2261.31,0.00044,2017-05-29+09:31:19
1841,USD,2261.55,0.00044,2017-05-29+09:32:20
1842,USD,2261.37,0.00044,2017-05-29+09:33:19
1843,USD,2264.02,0.00044,2017-05-29+09:34:19
1844,USD,2264.62,0.00044,2017-05-29+09:35:19
1845,USD,2265.87,0.00044,2017-05-29+09:36:19
1846,USD,2266.58,0.00044,2017-05-29+09:37:19
1847,USD,2269.51,0.00044,2017-05-29+09:38:19
1848,USD,2269.93,0.00044,2017-05-29+09:39:19
1849,USD,2267.92,0.00044,2017-05-29+09:40:19
1850,USD,2270.89,0.00044,2017-05-29+09:41:19
1851,USD,2270.31,0.00044,2017-05-29+09:42:19
1852,USD,2269.32,0.00044,2017-05-29+09:43:19
1853,USD,2269.24,0.00044,2017-05-29+09:44:19
1854,USD,2261.41,0.00044,2017-05-29+09:45:20
1855,USD,2262.21,0.00044,2017-05-29+09:46:20
1856,USD,2257.33,0.00044,2017-05-29+09:47:20
1857,USD,2256.12,0.00044,2017-05-29+09:48:20
1858,USD,2255.09,0.00044,2017-05-29+09:49:20
1859,USD,2255.06,0.00044,2017-05-29+09:50:19
1860,USD,2253.71,0.00044,2017-05-29+09:51:19
1861,USD,2251.40,0.00044,2017-05-29+09:52:20
1862,USD,2251.89,0.00044,2017-05-29+09:53:20
1863,USD,2250.98,0.00044,2017-05-29+09:54:20
1864,USD,2251.35,0.00044,2017-05-29+09:55:20
1865,USD,2251.78,0.00044,2017-05-29+09:56:19
1866,USD,2251.93,0.00044,2017-05-29+09:57:19
1867,USD,2254.75,0.00044,2017-05-29+09:58:19
1868,USD,2255.30,0.00044,2017-05-29+09:59:20
1869,USD,2254.00,0.00044,2017-05-29+10:00:20
1870,USD,2253.28,0.00044,2017-05-29+10:01:19
1871,USD,2248.12,0.00044,2017-05-29+10:02:20
1872,USD,2249.45,0.00044,2017-05-29+10:03:20
1873,USD,2251.02,0.00044,2017-05-29+10:04:20
1874,USD,2252.72,0.00044,2017-05-29+10:05:20
1875,USD,2251.93,0.00044,2017-05-29+10:06:20
1876,USD,2253.33,0.00044,2017-05-29+10:07:20
1877,USD,2253.48,0.00044,2017-05-29+10:08:20
1878,USD,2253.88,0.00044,2017-05-29+10:09:20
1879,USD,2252.86,0.00044,2017-05-29+10:10:20
1880,USD,2252.53,0.00044,2017-05-29+10:11:20
1881,USD,2255.81,0.00044,2017-05-29+10:12:20
1882,USD,2257.17,0.00044,2017-05-29+10:13:20
1883,USD,2260.90,0.00044,2017-05-29+10:14:20
1884,USD,2259.75,0.00044,2017-05-29+10:15:20
1885,USD,2259.66,0.00044,2017-05-29+10:16:20
1886,USD,2255.73,0.00044,2017-05-29+10:17:20
1887,USD,2257.24,0.00044,2017-05-29+10:18:20
1888,USD,2257.35,0.00044,2017-05-29+10:19:19
1889,USD,2257.99,0.00044,2017-05-29+10:20:20
1890,USD,2258.68,0.00044,2017-05-29+10:21:20
1891,USD,2258.29,0.00044,2017-05-29+10:22:19
1892,USD,2258.88,0.00044,2017-05-29+10:23:20
1893,USD,2259.01,0.00044,2017-05-29+10:24:20
1894,USD,2258.49,0.00044,2017-05-29+10:25:20
1895,USD,2258.54,0.00044,2017-05-29+10:26:20
1896,USD,2258.00,0.00044,2017-05-29+10:27:20
1897,USD,2258.13,0.00044,2017-05-29+10:28:20
1898,USD,2258.34,0.00044,2017-05-29+10:29:20
1899,USD,2259.70,0.00044,2017-05-29+10:30:20
1900,USD,2260.04,0.00044,2017-05-29+10:31:20
1901,USD,2259.70,0.00044,2017-05-29+10:32:20
1902,USD,2259.80,0.00044,2017-05-29+10:33:20
1903,USD,2260.79,0.00044,2017-05-29+10:34:20
1904,USD,2259.88,0.00044,2017-05-29+10:35:20
1905,USD,2259.46,0.00044,2017-05-29+10:36:20
1906,USD,2259.42,0.00044,2017-05-29+10:37:20
1907,USD,2260.07,0.00044,2017-05-29+10:38:20
1908,USD,2259.72,0.00044,2017-05-29+10:39:20
1909,USD,2259.69,0.00044,2017-05-29+10:40:20
1910,USD,2258.50,0.00044,2017-05-29+10:41:20
1911,USD,2256.90,0.00044,2017-05-29+10:42:20
1912,USD,2257.16,0.00044,2017-05-29+10:43:20
1913,USD,2259.15,0.00044,2017-05-29+10:44:20
1914,USD,2257.09,0.00044,2017-05-29+10:45:20
1915,USD,2259.31,0.00044,2017-05-29+10:46:20
1916,USD,2258.92,0.00044,2017-05-29+10:47:20
1917,USD,2259.63,0.00044,2017-05-29+10:48:20
1918,USD,2259.54,0.00044,2017-05-29+10:49:20
1919,USD,2259.20,0.00044,2017-05-29+10:50:20
1920,USD,2255.96,0.00044,2017-05-29+10:51:20
1921,USD,2254.51,0.00044,2017-05-29+10:52:20
1922,USD,2253.83,0.00044,2017-05-29+10:53:20
1923,USD,2252.52,0.00044,2017-05-29+10:54:20
1924,USD,2250.59,0.00044,2017-05-29+10:55:20
1925,USD,2250.11,0.00044,2017-05-29+10:56:20
1926,USD,2249.45,0.00044,2017-05-29+10:57:20
1927,USD,2249.40,0.00044,2017-05-29+10:58:20
1928,USD,2250.17,0.00044,2017-05-29+10:59:20
1929,USD,2249.44,0.00044,2017-05-29+11:00:21
1930,USD,2249.66,0.00044,2017-05-29+11:01:20
1931,USD,2249.80,0.00044,2017-05-29+11:02:20
1932,USD,2250.13,0.00044,2017-05-29+11:03:20
1933,USD,2250.01,0.00044,2017-05-29+11:04:20
1934,USD,2250.89,0.00044,2017-05-29+11:05:20
1935,USD,2251.88,0.00044,2017-05-29+11:06:20
1936,USD,2254.73,0.00044,2017-05-29+11:07:20
1937,USD,2257.36,0.00044,2017-05-29+11:08:20
1938,USD,2260.52,0.00044,2017-05-29+11:09:20
1939,USD,2261.35,0.00044,2017-05-29+11:10:20
1940,USD,2265.52,0.00044,2017-05-29+11:11:20
1941,USD,2267.72,0.00044,2017-05-29+11:12:20
1942,USD,2269.44,0.00044,2017-05-29+11:13:20
1943,USD,2271.70,0.00044,2017-05-29+11:14:20
1944,USD,2276.53,0.00044,2017-05-29+11:15:20
1945,USD,2277.86,0.00044,2017-05-29+11:16:20
1946,USD,2285.09,0.00044,2017-05-29+11:17:20
1947,USD,2288.47,0.00044,2017-05-29+11:18:20
1948,USD,2296.29,0.00044,2017-05-29+11:19:20
1949,USD,2294.10,0.00044,2017-05-29+11:20:20
1950,USD,2288.21,0.00044,2017-05-29+11:21:20
1951,USD,2289.91,0.00044,2017-05-29+11:22:20
1952,USD,2290.84,0.00044,2017-05-29+11:23:20
1953,USD,2293.85,0.00044,2017-05-29+11:24:20
1954,USD,2291.22,0.00044,2017-05-29+11:25:20
1955,USD,2291.74,0.00044,2017-05-29+11:26:20
1956,USD,2292.78,0.00044,2017-05-29+11:27:20
1957,USD,2294.78,0.00044,2017-05-29+11:28:20
1958,USD,2295.02,0.00044,2017-05-29+11:29:20
1959,USD,2293.29,0.00044,2017-05-29+11:30:20
1960,USD,2293.06,0.00044,2017-05-29+11:31:20
1961,USD,2292.24,0.00044,2017-05-29+11:32:20
